S;16777216;4;8192;2048;5.1654;84
S;16777216;4;8192;2048;5.0663;84
S;16777216;4;8192;2048;5.1790;84
S;16777216;4;8192;2048;5.3270;84
S;16777216;4;8192;2048;5.1547;84
S;16777216;4;8192;2048;5.2736;84
S;16777216;4;8192;2048;5.1789;84
S;16777216;4;8192;2048;5.3280;84
S;16777216;4;8192;2048;5.1663;85
S;16777216;4;8192;2048;5.1681;84
S;16777216;4;8192;2048;5.1701;84
S;16777216;4;8192;2048;5.4015;84
S;16777216;4;8192;2048;5.2287;84
S;16777216;4;8192;2048;5.4060;84
S;16777216;4;8192;2048;5.3053;84
S;16777216;4;8192;2048;5.1659;84
S;16777216;4;8192;2048;5.3889;84
S;16777216;4;8192;2048;5.1666;84
S;16777216;4;8192;2048;5.1892;83
S;16777216;4;8192;2048;5.3964;85
S;16777216;4;8192;2048;5.1893;83
S;16777216;4;8192;2048;5.4100;85
S;16777216;4;8192;2048;5.3225;85
S;16777216;4;8192;2048;5.1719;85
S;16777216;4;8192;2048;5.5254;85
S;16777216;4;8192;2048;5.3992;85
S;16777216;4;8192;2048;5.6005;85
W;33554432;2;1024;32768;5.4403;81
W;33554432;2;1024;32768;7.4000;80
W;33554432;2;1024;32768;6.2682;80
W;33554432;2;1024;32768;8.4150;80
W;33554432;2;1024;32768;6.2407;80
W;33554432;2;1024;32768;6.2999;80
W;33554432;2;1024;32768;6.2358;80
W;33554432;2;1024;32768;6.2204;80
W;33554432;2;1024;32768;6.2239;80
W;33554432;2;1024;32768;6.2266;80
W;33554432;2;1024;32768;8.1635;80
W;33554432;2;1024;32768;5.3940;81
W;33554432;2;1024;32768;6.2364;80
W;33554432;2;1024;32768;6.2044;80
W;33554432;2;1024;32768;6.2318;80
W;33554432;2;1024;32768;6.3443;80
W;33554432;2;1024;32768;6.2372;79
W;33554432;2;1024;32768;6.2195;79
W;33554432;2;1024;32768;6.2146;79
W;33554432;2;1024;32768;6.2440;79
W;33554432;2;1024;32768;6.2581;79
W;33554432;2;1024;32768;6.2119;79
W;33554432;2;1024;32768;5.4704;81
W;33554432;2;1024;32768;8.1408;79
W;33554432;2;1024;32768;5.8207;81
W;33554432;2;1024;32768;5.8048;81
W;33554432;2;1024;32768;6.0742;81
W;33554432;2;1024;32768;6.2502;81
W;33554432;2;1024;32768;6.2212;81
W;33554432;2;1024;32768;6.2668;81
W;33554432;2;65536;512;11.7135;75
W;33554432;2;65536;512;11.6846;75
W;33554432;2;65536;512;11.6918;75
W;33554432;2;65536;512;11.6900;74
W;33554432;2;65536;512;11.6904;74
W;33554432;2;65536;512;11.6906;74
W;33554432;2;65536;512;11.6924;74
W;33554432;2;65536;512;11.7106;74
W;33554432;2;65536;512;11.7285;74
W;33554432;2;65536;512;11.7001;74
W;33554432;2;65536;512;11.7023;74
W;33554432;2;65536;512;11.7005;75
W;33554432;2;65536;512;11.7016;74
W;33554432;2;65536;512;11.7046;74
W;33554432;2;65536;512;11.7145;73
W;33554432;2;65536;512;11.7027;73
W;33554432;2;65536;512;11.6913;73
W;33554432;2;65536;512;11.6942;73
W;33554432;2;65536;512;11.6893;73
W;33554432;2;65536;512;11.6912;73
W;33554432;2;65536;512;11.6871;73
W;33554432;2;65536;512;11.6918;73
W;33554432;2;65536;512;11.7117;75
W;33554432;2;65536;512;11.6930;73
W;33554432;2;65536;512;11.7021;75
W;33554432;2;65536;512;11.7062;75
W;33554432;2;65536;512;11.7069;75
W;33554432;2;65536;512;11.7016;75
W;33554432;2;65536;512;11.7016;75
W;33554432;2;65536;512;11.7066;75
W;33554432;2;8192;4096;19.5874;79
W;33554432;2;8192;4096;10.6928;78
W;33554432;2;8192;4096;13.5663;78
W;33554432;2;8192;4096;21.9887;78
W;33554432;2;8192;4096;10.1784;78
W;33554432;2;8192;4096;10.1177;78
W;33554432;2;8192;4096;10.1208;77
W;33554432;2;8192;4096;10.1142;77
W;33554432;2;8192;4096;10.1167;77
W;33554432;2;8192;4096;10.2111;77
W;33554432;2;8192;4096;11.7183;77
W;33554432;2;8192;4096;21.0788;79
W;33554432;2;8192;4096;11.7210;77
W;33554432;2;8192;4096;11.7184;77
W;33554432;2;8192;4096;11.7167;77
W;33554432;2;8192;4096;11.7146;77
W;33554432;2;8192;4096;11.7189;76
W;33554432;2;8192;4096;11.7174;76
W;33554432;2;8192;4096;11.7180;76
W;33554432;2;8192;4096;11.7147;76
W;33554432;2;8192;4096;11.7221;76
W;33554432;2;8192;4096;11.7209;76
W;33554432;2;8192;4096;10.1198;79
W;33554432;2;8192;4096;11.7214;76
W;33554432;2;8192;4096;10.1269;78
W;33554432;2;8192;4096;10.1264;78
W;33554432;2;8192;4096;10.1259;78
W;33554432;2;8192;4096;10.3663;78
W;33554432;2;8192;4096;10.3353;78
W;33554432;2;8192;4096;10.5725;78
W;33554432;4;1024;32768;8.0261;73
W;33554432;4;1024;32768;4.2425;72
W;33554432;4;1024;32768;4.5633;72
W;33554432;4;1024;32768;6.0362;72
W;33554432;4;1024;32768;5.9905;72
W;33554432;4;1024;32768;5.9801;72
W;33554432;4;1024;32768;5.9145;72
W;33554432;4;1024;32768;5.8616;72
W;33554432;4;1024;32768;5.8606;72
W;33554432;4;1024;32768;5.8657;72
W;33554432;4;1024;32768;7.8799;72
W;33554432;4;1024;32768;6.2512;73
W;33554432;4;1024;32768;7.9107;72
W;33554432;4;1024;32768;11.6650;71
W;33554432;4;1024;32768;7.9126;71
W;33554432;4;1024;32768;7.8428;71
W;33554432;4;1024;32768;11.8775;71
W;33554432;4;1024;32768;11.6166;71
W;33554432;4;1024;32768;5.9201;71
W;33554432;4;1024;32768;5.8839;71
W;33554432;4;1024;32768;5.8718;71
W;33554432;4;1024;32768;5.8631;71
W;33554432;4;1024;32768;4.3515;73
W;33554432;4;1024;32768;5.8609;71
W;33554432;4;1024;32768;5.0512;73
W;33554432;4;1024;32768;4.3296;72
W;33554432;4;1024;32768;4.9541;72
W;33554432;4;1024;32768;4.9899;72
W;33554432;4;1024;32768;4.4278;72
W;33554432;4;1024;32768;4.9357;72
W;33554432;4;65536;512;11.8119;67
W;33554432;4;65536;512;11.8066;67
W;33554432;4;65536;512;11.8277;67
W;33554432;4;65536;512;11.8046;66
W;33554432;4;65536;512;11.6914;66
W;33554432;4;65536;512;22.2277;66
W;33554432;4;65536;512;18.2485;66
W;33554432;4;65536;512;10.2273;66
W;33554432;4;65536;512;10.2055;66
W;33554432;4;65536;512;10.2149;66
W;33554432;4;65536;512;11.4625;66
W;33554432;4;65536;512;11.8096;67
W;33554432;4;65536;512;11.7993;66
W;33554432;4;65536;512;11.7929;65
W;33554432;4;65536;512;11.7916;65
W;33554432;4;65536;512;11.8067;65
W;33554432;4;65536;512;11.8272;65
W;33554432;4;65536;512;11.7893;65
W;33554432;4;65536;512;11.8062;65
W;33554432;4;65536;512;11.8094;65
W;33554432;4;65536;512;11.7755;65
W;33554432;4;65536;512;11.7923;65
W;33554432;4;65536;512;11.7379;67
W;33554432;4;65536;512;11.7891;65
W;33554432;4;65536;512;12.3459;67
W;33554432;4;65536;512;11.7048;67
W;33554432;4;65536;512;11.7616;67
W;33554432;4;65536;512;11.7927;67
W;33554432;4;65536;512;11.8114;67
W;33554432;4;65536;512;11.8027;67
W;33554432;4;8192;4096;22.1968;71
W;33554432;4;8192;4096;11.8185;70
W;33554432;4;8192;4096;11.9471;70
W;33554432;4;8192;4096;11.8237;70
W;33554432;4;8192;4096;11.8219;70
W;33554432;4;8192;4096;11.8238;70
W;33554432;4;8192;4096;11.8282;70
W;33554432;4;8192;4096;11.8219;69
W;33554432;4;8192;4096;11.8213;69
W;33554432;4;8192;4096;11.8234;69
W;33554432;4;8192;4096;11.8303;69
W;33554432;4;8192;4096;16.2094;71
W;33554432;4;8192;4096;11.7918;69
W;33554432;4;8192;4096;11.8252;69
W;33554432;4;8192;4096;11.8202;69
W;33554432;4;8192;4096;11.8207;69
W;33554432;4;8192;4096;11.8237;69
W;33554432;4;8192;4096;11.9999;69
W;33554432;4;8192;4096;12.0404;68
W;33554432;4;8192;4096;11.8345;68
W;33554432;4;8192;4096;21.8817;68
W;33554432;4;8192;4096;22.2671;68
W;33554432;4;8192;4096;10.2335;71
W;33554432;4;8192;4096;18.3181;68
W;33554432;4;8192;4096;10.3484;71
W;33554432;4;8192;4096;10.3402;70
W;33554432;4;8192;4096;11.2521;70
W;33554432;4;8192;4096;11.8251;70
W;33554432;4;8192;4096;11.9323;70
W;33554432;4;8192;4096;11.8286;70
