S;16777216;2;1024;16384;5.4661;90
S;16777216;2;1024;16384;2.7006;90
S;16777216;2;1024;16384;2.7080;90
S;16777216;2;1024;16384;2.7059;90
S;16777216;2;1024;16384;2.6918;90
S;16777216;2;1024;16384;2.7163;90
S;16777216;2;1024;16384;2.6866;90
S;16777216;2;1024;16384;2.7002;90
S;16777216;2;1024;16384;2.6804;90
S;16777216;2;1024;16384;2.6903;90
S;16777216;2;1024;16384;2.7102;90
S;16777216;2;1024;16384;2.8059;90
S;16777216;2;1024;16384;2.7019;90
S;16777216;2;1024;16384;2.7054;90
S;16777216;2;1024;16384;2.6951;90
S;16777216;2;1024;16384;2.7053;90
S;16777216;2;1024;16384;2.7032;90
S;16777216;2;1024;16384;2.7034;90
S;16777216;2;1024;16384;2.7580;90
S;16777216;2;1024;16384;2.7621;89
S;16777216;2;1024;16384;2.7054;89
S;16777216;2;1024;16384;2.7043;89
S;16777216;2;1024;16384;2.8896;90
S;16777216;2;1024;16384;2.7137;89
S;16777216;2;1024;16384;2.7710;90
S;16777216;2;1024;16384;2.7141;90
S;16777216;2;1024;16384;2.8253;90
S;16777216;2;1024;16384;2.7151;90
S;16777216;2;1024;16384;2.7189;90
S;16777216;2;1024;16384;2.7104;90
S;16777216;2;65536;256;5.0528;88
S;16777216;2;65536;256;5.0558;87
S;16777216;2;65536;256;5.2517;87
S;16777216;2;65536;256;5.0542;87
S;16777216;2;65536;256;5.0539;87
S;16777216;2;65536;256;5.0677;87
S;16777216;2;65536;256;5.0546;87
S;16777216;2;65536;256;5.4786;87
S;16777216;2;65536;256;5.0539;87
S;16777216;2;65536;256;5.4605;87
S;16777216;2;65536;256;5.0555;87
S;16777216;2;65536;256;5.0510;88
S;16777216;2;65536;256;5.0537;87
S;16777216;2;65536;256;5.4699;87
S;16777216;2;65536;256;5.0552;87
S;16777216;2;65536;256;5.3158;87
S;16777216;2;65536;256;5.0512;87
S;16777216;2;65536;256;5.0542;86
S;16777216;2;65536;256;5.2805;86
S;16777216;2;65536;256;5.2821;86
S;16777216;2;65536;256;5.5293;86
S;16777216;2;65536;256;5.4934;86
S;16777216;2;65536;256;5.4729;88
S;16777216;2;65536;256;5.3122;86
S;16777216;2;65536;256;5.0517;88
S;16777216;2;65536;256;5.4757;88
S;16777216;2;65536;256;5.2819;88
S;16777216;2;65536;256;5.2352;87
S;16777216;2;65536;256;5.4570;87
S;16777216;2;65536;256;5.2862;87
S;16777216;2;8192;2048;5.3295;89
S;16777216;2;8192;2048;5.0621;89
S;16777216;2;8192;2048;5.0610;89
S;16777216;2;8192;2048;5.3005;89
S;16777216;2;8192;2048;5.0658;89
S;16777216;2;8192;2048;5.0657;89
S;16777216;2;8192;2048;5.0600;89
S;16777216;2;8192;2048;5.4793;89
S;16777216;2;8192;2048;5.0615;89
S;16777216;2;8192;2048;5.0597;88
S;16777216;2;8192;2048;5.5234;88
S;16777216;2;8192;2048;5.4684;89
S;16777216;2;8192;2048;5.0655;88
S;16777216;2;8192;2048;5.4941;88
S;16777216;2;8192;2048;5.0593;88
S;16777216;2;8192;2048;5.4775;88
S;16777216;2;8192;2048;5.2466;88
S;16777216;2;8192;2048;5.0600;88
S;16777216;2;8192;2048;5.2979;88
S;16777216;2;8192;2048;5.2906;88
S;16777216;2;8192;2048;5.0583;88
S;16777216;2;8192;2048;5.0601;88
S;16777216;2;8192;2048;5.0718;89
S;16777216;2;8192;2048;5.4755;88
S;16777216;2;8192;2048;5.0601;89
S;16777216;2;8192;2048;5.1235;89
S;16777216;2;8192;2048;5.0719;89
S;16777216;2;8192;2048;5.0636;89
S;16777216;2;8192;2048;5.4736;89
S;16777216;2;8192;2048;5.0568;89
S;16777216;4;1024;16384;2.8101;86
S;16777216;4;1024;16384;1.7342;86
S;16777216;4;1024;16384;1.8192;86
S;16777216;4;1024;16384;1.8031;86
S;16777216;4;1024;16384;1.9065;86
S;16777216;4;1024;16384;1.9274;86
S;16777216;4;1024;16384;1.8848;86
S;16777216;4;1024;16384;1.8513;86
S;16777216;4;1024;16384;1.8571;86
S;16777216;4;1024;16384;1.8491;86
S;16777216;4;1024;16384;1.9822;85
S;16777216;4;1024;16384;1.8419;86
S;16777216;4;1024;16384;1.8975;85
S;16777216;4;1024;16384;1.9672;85
S;16777216;4;1024;16384;2.0269;85
S;16777216;4;1024;16384;1.9822;85
S;16777216;4;1024;16384;1.9540;85
S;16777216;4;1024;16384;2.0699;85
S;16777216;4;1024;16384;1.9343;85
S;16777216;4;1024;16384;1.9408;85
S;16777216;4;1024;16384;2.0095;85
S;16777216;4;1024;16384;2.0422;85
S;16777216;4;1024;16384;1.5788;86
S;16777216;4;1024;16384;1.9906;85
S;16777216;4;1024;16384;1.6326;86
S;16777216;4;1024;16384;1.6931;86
S;16777216;4;1024;16384;1.7054;86
S;16777216;4;1024;16384;1.7133;86
S;16777216;4;1024;16384;1.7917;86
S;16777216;4;1024;16384;1.7723;86
S;16777216;4;65536;256;5.1236;83
S;16777216;4;65536;256;5.1606;82
S;16777216;4;65536;256;5.3949;82
S;16777216;4;65536;256;5.1605;82
S;16777216;4;65536;256;5.2984;82
S;16777216;4;65536;256;5.1590;82
S;16777216;4;65536;256;5.3044;82
S;16777216;4;65536;256;5.4978;82
S;16777216;4;65536;256;5.1671;82
S;16777216;4;65536;256;5.3901;82
S;16777216;4;65536;256;5.3091;82
S;16777216;4;65536;256;5.1581;83
S;16777216;4;65536;256;5.0711;82
S;16777216;4;65536;256;5.5931;82
S;16777216;4;65536;256;5.1609;82
S;16777216;4;65536;256;5.1608;82
S;16777216;4;65536;256;5.1256;82
S;16777216;4;65536;256;5.1930;81
S;16777216;4;65536;256;5.1599;81
S;16777216;4;65536;256;5.0585;81
S;16777216;4;65536;256;5.3796;81
S;16777216;4;65536;256;5.1595;81
S;16777216;4;65536;256;5.3618;83
S;16777216;4;65536;256;5.3025;81
S;16777216;4;65536;256;5.1550;83
S;16777216;4;65536;256;5.3896;83
S;16777216;4;65536;256;5.1686;83
S;16777216;4;65536;256;5.3692;82
S;16777216;4;65536;256;5.3068;82
S;16777216;4;65536;256;5.3894;82
S;16777216;4;8192;2048;5.4663;85
S;16777216;4;8192;2048;5.3094;84
S;16777216;4;8192;2048;5.1618;84
